AMST	383	Women in Love: Am Lit, Art, Film 							
ENG	383	Women in Love: Am Lit, Art, Film							
AMST	386	Willa Cather 							
ENG	386	Willa Cather							
ANTH	101	Intro Cultural/Social Anth 							
ANTH	102	Biological Anthropology 							
ANTH	103	Introduction to Archaeology 							
CLCV	103	Introduction to Archaeology							
ANTH	110	The Anthropology of Food 							
ANTH	205	Anthropology Methods 							
ANTH	207	Human Evolution 							
ANTH	209	Forensic Anthropology 							
ANTH	210	Political Anthropology 							
ANTH	214	Race and Human Variation 							
ANTH	215	Bronze Age Greece in Med. Context 							
CLCV	215	Bronze Age Greece in Med. Context							
ANTH	217	People, Culture & Politics of the Balkans 							
ANTH	219	Balkan Cinema 							
ANTH	220	Epidemics and Pandemics 							
PEAC	220	Epidemics and Pandemics							
ANTH	222	Anthropology of Science 							
ANTH	227	Archaeology Material Culture 							
ANTH	231	Anthropology In and Of the City 							
PEAC	231	Anthropology In and Of the City							
ANTH	232	Anthropology of Media 							
CAMS	232	Anthropology of Media							
ANTH	233	The Anthropology of Religion 							
REL	233	The Anthropology of Religion							
ANTH	235	Ethnomusicology Field Methods 							
MUS	245	Ethnomusicology Field Methods							
ANTH	236	Divine Madness 							
REL	236	Divine Madness							
ANTH	237	Ethnography in/of South Asia 							
SAS	237	Ethnography in/of South Asia							
ANTH	238	The Vulnerable Body 							
ANTH	243	Biological Anthropology 							
ANTH	245	Anthropology of Latin America 							
LAST	245	Anthropology of Latin America							
ANTH	246	Digital Anthropology 							
MAS	246	Digital Anthropology							
ANTH	249	Andean Archaeology 							
ANTH	250	Research or Individual Study 							
ANTH	250GH	Research or Group Study 							
ANTH	250H	Research or Individual Study 							
ANTH	251	Cultures of Cancer 							
ANTH	252	WCHAP Archaeology Field School 							
ANTH	262	Archaeology of Sacrifice 							
ANTH	265	The Politics of Nature 							
ES	265	The Politics of Nature							
ANTH	274	Anthropological Genetics 							
BISC	274	Anthropological Genetics							
ANTH	277	True Stories 							
WRIT	277	True Stories							
ANTH	278	Making, Using and Living 							
ANTH	281	Anthropology of Death 							
ANTH	299	Home and Away 							
ANTH	301	Anthropological Theory 							
ANTH	302	Museum Anthropology 							
ANTH	305	Ethnographic Film 							
CAMS	305	Ethnographic Film							
ANTH	310H	WS: Southern Balkans 							
ANTH	314	Human Biology and Society 							
ANTH	319	Nationlism, Politics & Remote Past 							
ANTH	321	Anthropology of the Senses 							
ANTH	333	Sem: Anthropologies of Exchange 							
ANTH	341	Indigenous Resurgence 							
ANTH	345	Ethnomusicology Field Methods 							
MUS	345	Ethnomusicology Field Methods							
ANTH	346	Sem: Political Lives of NGOs 							
ANTH	350	Research or Individual Study 							
ANTH	350H	Research or Individual Study 							
ANTH	360	Senior Thesis Research 							
ANTH	370	Senior Thesis 							
ARCH	350	Research or Individual Study 							
ARCH	360	Senior Thesis Research 							
ARCH	370	Senior Thesis 							
ARTH	100	Intro: Art and its Histories 							
ARTH	110Y	FYS: Michelangelo 							
ARTH	200	Architecture & Urban Form 							
ARTH	203	Iraq's Antiquities, Then & Now 							
ARTH	206	American Art, Arch & Design 							
ARTH	209	Ancient Nubia 							
ARTH	212	Modernism and Islamic Art 							
ARTH	217	Historic Preservation 							
ARTH	222	Art History & Network Analysis 							
MAS	222	Art History & Network Analysis							
ARTH	224	Modern Art to 1945 							
ARTH	225	Modern Art Since 1945 							
ARTH	226	History of Photography 							
CAMS	207	History of Photography							
ARTH	227	Art in the Age of Crusades 							
ARTH	228	Modern Architecture 							
ARTH	229	Islamic Arts of the Book 							
ARTH	231	Arch & Urbanism in N. America 							
ARTH	234	Latin American Art 							
ARTH	236	Arts of Ancient Americas 							
ARTH	237	Seminar: Who Was Frida Kahlo? 							
ARTH	238	Chinese Art and Architecture 							
ARTH	239	Art & Architecture of South Asia 							
SAS	239	Art & Architecture of South Asia							
ARTH	241	Egyptian & Nubian Art & Arch 							
ARTH	242	Roman Houses, Villas, Palaces 							
ARTH	243	Rome: Building an Empire 							
ARTH	244	Art, Patronage & Society 16th C. Italy 							
ARTH	245	House and Home 							
ARTH	246	Art in Baroque Italy 							
ARTH	247	Intro Islamic Art/Architecture 							
ARTH	248	Chinese Painting 							
ARTH	249	Japanese Art & Architecture 							
ARTH	250	Research or Individual Study 							
ARTH	250H	Research or Individual Study 							
ARTH	251	Renaissance Italy, 1300-1500 							
ARTH	255	Twentieth-Century Chinese Art 							
ARTH	256	Celtic Art 							
ARTH	257	Arts of Korea 							
ARTH	259	Art & Arch, European Enlightenment 							
ARTH	262	African American Art 							
AFR	264	African Art 							
ARTH	264	African Art							
ARTH	267	Art & Environmental Imagination 							
ES	267	Art & Environmental Imagination							
ARTH	289	19th-Century European Art 							
ARTH	290	Pompeii 							
AFR	292	African Art & the Diaspora 							
ARTH	292	African Art & the Diaspora							
ARTH	299	History of the Book 							
ARTH	303	CSPW: Public Art 							
ARTH	304	Sem: Villas and Country Houses 							
ARTH	309	Sem: Modern Houses of Worship 							
ARTH	310	The Extraordinary Interior 							
ARTH	312	Sem: Art and Empire in the 19th C. 							
ARTH	315	The Object of Performance 							
AFR	316	Sem: Race & Gender Contemporary Art 							
ARTH	316	Sem: Race & Gender Contemporary Art							
ARTH	317	Historic Preservation 							
ARTH	318	Sem: New England Arts & Arch 							
ARTH	320	Sem: Frank Lloyd Wright 							
ARTH	321	Seminar: Making Space 							
ARTH	322	Sem: The Bauhaus 							
ARTH	323	Sem: Jewelry in Antiquity 							
ARTH	325	Sem: Strong Women in Italy 							
ARTH	326	Art & Plague in Early Modern Europe 							
ARTH	328	Art & Food Renaissance Italy 							
ARTH	330	Sem: Italian Renaissance Art 							
ARTH	331	CSPW: Fashion Across Time 							
ARTH	334	Latin American Art 							
ARTH	335	Sem: The Arts of Dissent 							
ARTH	337	Sem: Song Imperial Paint Acad 							
ARTH	338	Arts of the Ancient Americas 							
ARTH	339	Sem: Who Was Frida Kahlo? 							
ARTH	341	Sem: Landscape Painting 							
ARTH	343	Sem: Roman Monuments 							
ARTH	345	Sem: House and Home 							
ARTH	346	Sem: Poetic Painting 							
ARTH	347	Sem: Beyond Iconoclasm in Islam 							
ARTH	350	Research or Individual Study 							
ARTH	350H	Research or Individual Study 							
ARTH	360	Senior Thesis Research 							
ARTH	370	Senior Thesis 							
ARTH	373	Antiquities Today: Replication 							
CLCV	373	Antiquities Today: Replication							
ARTH	376	Sem: Independent Research 							
ARTH	377	Methodologies 							
ARTH	390	Decolonial Art History 							
ARTH	391	Persuasive Images 							
ASTR	100	Life in the Universe 							
ASTR	107	Introductory Astronomy w/Lab 							
ASTR	200	Exoplanetary Systems 							
ASTR	202	Hands-on Planetary Exploration 							
ASTR	206	Astronomical Techniq w/Lab 							
ASTR	210	Cosmology 							
ASTR	223	Planet Atmospheres & Climates 							
GEOS	223	Planet Atmospheres & Climates							
ASTR	250	Research or Individual Study 							
ASTR	250GH	Research or Group Study 							
ASTR	250H	Research or Individual Study 							
ASTR	303	Adv Planetary Geol & Geophys 							
GEOS	313	Adv Planetary Geol & Geophys							
ASTR	304	Advanced Experimental Techniques 							
PHYS	304	Advanced Experimental Techniques							
ASTR	311	Advanced Astrophysics 							
PHYS	311	Advanced Astrophysics							
ASTR	350	Research or Individual Study 							
ASTR	360	Senior Thesis Research 							
ASTR	370	Senior Thesis 							
ASPH	350	Research or Individual Study 							
ASPH	360	Senior Thesis Research 							
ASPH	370	Senior Thesis 							
BIOC	219	Genetics w/Lab 							
BISC	219	Genetics w/Lab							
BIOC	220	Cell Biology w/Lab 							
BISC	220	Cell Biology w/Lab							
BIOC	223	Fundamentals of Biochem w/lab 							
CHEM	223	Fundamentals of Biochem w/lab							
BIOC	227	Principles of Biochemistry 							
CHEM	227	Principles of Biochemistry							
BIOC	250	Research or Individual Study 							
BIOC	250H	Research or Individual Study 							
BIOC	320	Adv Biochem Lab 							
CHEM	320	Adv Biochem Lab							
BIOC	323	Seminar: Chemical Biology 							
CHEM	323	Seminar: Chemical Biology							
BIOC	324	CSPW: Biochem for Soc Prob 							
CHEM	324	CSPW: Biochem for Soc Prob							
BIOC	325	Sem: Biosensors & Optogenetics 							
CHEM	325	Sem: Biosensors & Optogenetics							
BIOC	331	Biophys Chem 							
CHEM	331	Biophys Chem							
BIOC	350	Research or Individual Study 							
BIOC	350H	Research or Individual Study 							
BIOC	355	Thesis Research 							
BIOC	360	Senior Thesis Research 							
BIOC	365	Thesis 							
BIOC	370	Senior Thesis 							
BISC	104	Science or Science Fiction 							
BISC	106	Natural History of National Parks 							
ES	106	Natural History of National Parks							
BISC	108	Environmental Horticulture 							
BISC	109	Human Biology w/Lab 							
BISC	110	Intro Cellular Biology w/Lab 							
BISC	110P	Intro Cellular Biology w/Lab 							
BISC	111	Intro Organismal Biology w/Lab 							
BISC	111T	Intro Organismal Biology w/Lab 							
BISC	112	Expl Cellular & Molecular Bio w/Lab 							
BISC	112Y	FYS: Expl Cellular Bio w/Lab 							
BISC	113	Expl Organismal Bio w/Lab 							
BISC	113Y	FYS: Expl Organismal Bio w/Lab 							
BISC	116	Intro Integ Chem Bio w/Lab 							
BISC	150H	Climate Change & Agriculture 							
ES	150H	Climate Change & Agriculture							
BISC	195	Intro to Computational Biology 							
BISC	198	Applied Stats & Data Sci in Biology 							
BISC	201	Ecology w/Lab 							
BISC	202	Evolution w/Lab 							
BISC	203	Comp Phys & Anat Vert w/Lab 							
BISC	204	Biological Modeling w/Lab 							
BISC	207	Biology of Plants w/Lab 							
BISC	209	Microbiology w/Lab 							
BISC	210	Marine Biology w/Lab 							
BISC	214	Animal Behavior w/Lab 							
BISC	216	Developmental Biology w/ Lab 							
BIOC	219	Genetics w/Lab 							
BISC	219	Genetics w/Lab							
BIOC	220	Cell Biology w/Lab 							
BISC	220	Cell Biology w/Lab							
BISC	247	Plant Diversity & Ecology w/Lab 							
ES	247	Plant Diversity & Ecology w/Lab							
BISC	250	Research or Individual Study 							
BISC	250G	Research or Individual Study 							
BISC	250H	Research or Individual Study 							
ANTH	274	Anthropological Genetics 							
BISC	274	Anthropological Genetics							
BISC	302	Human Physiology w/Lab 							
BISC	303	Reproductive Medicine Seminar 							
BISC	305	Sem: Evolution 							
BISC	306	Principles of Neural Development 							
NEUR	306	Principles of Neural Development							
BISC	307	Ecosystem Ecology w/Lab 							
ES	307	Ecosystem Ecology w/Lab							
BISC	308	Tropical Ecology with Lab 							
BISC	310	Sem: Climate Change & Marine Eco 							
ES	310	Sem: Climate Change & Marine Eco							
BISC	311	Evolutionary Developmental Bio w/Lab 							
BISC	312	Evolutionary Medicine 							
BISC	314	Environmental Microbio w/Lab 							
BISC	315	Neuroendocrinology 							
NEUR	315	Neuroendocrinology							
BISC	316	Molecular Genetics w/Lab 							
BISC	317	Sem: Environmental Physiology 							
BISC	318	CRISPR Gene Editing 							
BISC	327	Sem: Topics in Biodiversity 							
ES	327	Sem: Topics in Biodiversity							
									
									
BISC	328	Sem: Modern Biological Imaging 							
BISC	329	Biological Microscopy with Lab 							
BISC	333	Genomics & Bioinformatic w/Lab 							
BISC	334	Sem: The Biology of Stem Cells 							
BISC	335	Sem:Cell/Mol Mechnisms Disease 							
BISC	336	Sem: Immunology 							
BISC	338	Sem: Biology of Social Insects 							
BISC	340	CSPW: Biology in the News 							
BISC	347	Adv Plant Diversity & Ecology w/Lab 							
ES	347	Adv Plant Diversity & Ecology w/Lab							
BISC	350	Research or Individual Study 							
BISC	350H	Research or Individual Study 							
BISC	355	Thesis Research 							
BISC	360	Senior Thesis Research 							
BISC	365	Thesis 							
BISC	370	Senior Thesis 							
CHPH	250	Research or Individual Study 							
CHPH	350	Research or Individual Study 							
CHPH	355	Chemical Physics Thesis Research 							
CHPH	360	Senior Thesis Research 							
CHPH	365	Chemical Physics Thesis Research 							
CHPH	370	Senior Thesis 							
CHEM	103	Elements and the Environment 							
CHEM	104Y	FYS: Modelng Across Disciplines 							
CHEM	105	Fundamentals Chemistry w/Lab 							
CHEM	105P	Fundamentals of Chem w/Lab 							
CHEM	116	Intro Integ Chem Bio w/Lab 							
CHEM	120	Intensive Intro Chem w/Lab 							
CHEM	205	Chemical Analy & Equilib w/Lab 							
CHEM	211	Organic Chemistry I w/Lab 							
CHEM	212	Organic Chemistry II w/Lab 							
BIOC	223	Fundamentals of Biochem w/lab 							
CHEM	223	Fundamentals of Biochem w/lab							
BIOC	227	Principles of Biochemistry 							
CHEM	227	Principles of Biochemistry							
CHEM	250	Research or Individual Study 							
CHEM	250H	Research or Individual Study 							
CHEM	302	Sem. Communicating Chemistry 							
EDUC	317	Sem. Communicating Chemistry							
CHEM	303	Sem: Aquatic Chemistry 							
CHEM	304	Sem: Photochemistry 							
CHEM	305	Modern Materials 							
PHYS	331	Modern Materials							
CHEM	307	Nanoscience 							
CHEM	309	Computational Chemistry 							
CHEM	310	Sem: Astrochemistry 							
CHEM	318	Adv Organic Chem: Reactions 							
BIOC	320	Adv Biochem Lab 							
CHEM	320	Adv Biochem Lab							
BIOC	323	Seminar: Chemical Biology 							
CHEM	323	Seminar: Chemical Biology							
BIOC	324	CSPW: Biochem for Soc Prob 							
CHEM	324	CSPW: Biochem for Soc Prob							
BIOC	325	Sem: Biosensors & Optogenetics 							
CHEM	325	Sem: Biosensors & Optogenetics							
CHEM	330	Physical Chemistry I with Lab 							
CHEM	330X	Physical Chemistry 							
BIOC	331	Biophys Chem 							
CHEM	331	Biophys Chem							
CHEM	334	Physical Chemistry II 							
CHEM	335	Physical Chemistry II w/Lab 							
CHEM	341	Inorganic Chemistry w/Lab 							
CHEM	350	Research or Individual Study 							
CHEM	350H	Research or Individual Study 							
CHEM	355	Thesis Research 							
CHEM	360	Senior Thesis Research 							
CHEM	361	Analytical Chemistry w/Lab 							
CHEM	365	Thesis 							
CHEM	370	Senior Thesis 							
CHIN	101	Beginning Chinese I 							
CHIN	102	Beginning Chinese II 							
CHIN	103	Advanced Beginning Chinese I 							
CHIN	104	Advanced Beginning Chinese II 							
CHIN	201	Intermediate Chinese I 							
CHIN	202	Intermediate Chinese II 							
CHIN	203	Advanced Intermediate Chinese I 							
CHIN	204	Advanced Intermediate Chinese II 							
CHIN	208	Writing Modern China (Eng) 							
CHIN	211	Dream of the Red Chamber (Eng) 							
CHIN	220	The Fall of the Ming (Eng) 							
CHIN	226	City in Modern Chinese Lit & Film (Eng) 							
CHIN	233	Masterworks of Chinese Fiction 							
CHIN	239	Pop Culture in Modern China 							
CAMS	203	Chinese Cinema (in Eng) 							
CHIN	243	Chinese Cinema (in Eng)							
CHIN	244	Classical Chinese Theater (Eng) 							
CHIN	245	Chinese Women Revol. (Eng) 							
CHIN	250	Research or Individual Study 							
CHIN	250H	Research or Individual Study 							
CHIN	301	Advanced Chinese I 							
CHIN	302	Advanced Chinese II 							
CHIN	303	Business Chinese 							
CHIN	306	Adv Reading 20th C Lit & Culture 							
CHIN	311	Dream of the Red Chamber (Eng) 							
CHIN	320	The Fall of the Ming (Eng) 							
CHIN	326	City in Modern Chin Lit & Film (Eng) 							
CHIN	333	Masterworks of Chinese Fiction 							
CHIN	338	Reading in Modern Chinese Lit 							
CHIN	344	Classical Chinese Theater (Eng) 							
CHIN	345	Chinese Women Revol. (Eng) 							
CHIN	350	Research or Individual Study 							
CHIN	350H	Research or Individual Study 							
CHIN	360	Senior Thesis Research 							
CHIN	370	Senior Thesis 							
CHIN	381	Eileen Chang (Eng) 							
CHIN	382	Sem: Sci Fi & Future of China 							
CAMS	101	Intro Cinema & Media Studies 							
CAMS	107Y	FYS: Is Technology Evil? 							
ARTS	165	Intro to Moving Image 							
CAMS	135	Intro to Moving Image							
ARTS	108	Photography I 							
CAMS	138	Photography I							
CAMS	201	Technologies of Film & Media 							
CAMS	202	Aesthetics of Film & Media 							
CAMS	203	Chinese Cinema (in Eng) 							
CHIN	243	Chinese Cinema (in Eng)							
ARTH	226	History of Photography 							
CAMS	207	History of Photography							
CAMS	208	Writing for Television 							
ENG	208	Writing for Television							
CAMS	210	Critical Computing History 							
CAMS	218	Theories of Media 							
CAMS	219	Eco Cinema and Media 							
ES	219	Eco Cinema and Media							
CAMS	220	Decolonizing Film History 							
CAMS	221	21st Century Documentary 							
CAMS	222	Documentary Film and Media 							
CAMS	224	Italian Women Directors (Eng) 							
ITAS	212	Italian Women Directors (Eng)							
CAMS	225	Cinema in the Public Sphere 							
CAMS	227	Television 							
ARTS	260	Moving Image Studio 							
CAMS	230	Moving Image Studio							
ANTH	232	Anthropology of Media 							
CAMS	232	Anthropology of Media							
CAMS	233	American Jews and the Media 							
JWST	233	American Jews and the Media							
CAMS	234	The Art of Screenwriting 							
ENG	204	The Art of Screenwriting							
ARTS	265	Intermed Video Production 							
CAMS	235	Intermed Video Production							
ARTS	208	Photo II: Digital/Analog Rift 							
CAMS	238	Photo II: Digital/Analog Rift							
ARTS	221	Digital Imaging 							
CAMS	239	Digital Imaging							
CAMS	240	Gendering the Bronze Screen 							
WGST	223	Gendering the Bronze Screen							
CAMS	241	Asian/American Women in Film 							
WGST	249	Asian/American Women in Film							
CAMS	243	Love in Indian Cinema 							
REL	223/	Love in Indian Cinema							
CAMS	250	Research or Individual Study 							
CAMS	250H	Research or Individual Study 							
ARTS	255	Dynamic Interface Design 							
CAMS	255	Dynamic Interface Design							
CAMS	261	African Cinema 							
AFR	271	History of Slavery Thru Film 							
CAMS	271	History of Slavery Thru Film							
CAMS	277	Film Noir 							
CAMS	286	Film& Propag Nazi Germ(in Eng) 							
GER	286	Film& Propag Nazi Germ(in Eng)							
CAMS	301	Sem: Surveillance Media 							
CAMS	302	Sem: Media Archaeology 							
CAMS	304	Sem: Posthumanism 							
ANTH	305	Ethnographic Film 							
CAMS	305	Ethnographic Film							
CAMS	308	Advanced Writing for TV 							
ENG	308	Advanced Writing for TV							
CAMS	310	Film Festivals 							
ARTS	313	Virtual Form 							
CAMS	313	Virtual Form							
ARTS	321	Advanced New Media 							
CAMS	321	Advanced New Media							
CAMS	324	Film Genre, Genre Films 							
CAMS	327	CSPW: Pub. Writing Film & TV 							
ARTS	365	Advanced Video Production 							
CAMS	335	Advanced Video Production							
ARTS	308	Photography III 							
CAMS	338	Photography III							
CAMS	350	Research or Individual Study 							
CAMS	350H	Research or Individual Study 							
CAMS	360	Senior Thesis Research 							
ARTS	366	Advanced Digital Projects 							
CAMS	366	Advanced Digital Projects							
CAMS	370	Senior Thesis 							
ANTH	103	Introduction to Archaeology 							
CLCV	103	Introduction to Archaeology							
CLCV	104	Greek and Roman Mythology 							
CLCV	106	Daily Life Ancient Greece/Rome 							
CLCV	110Y	FYS: Archaeology and Artifacts 							
CLCV	205	Ancient Greek and Roman Spectacle 							
CLCV	206	Gods and Heroes 							
CLCV	210	Greek Drama Then and Now 							
CLCV	212	Reading Travel 							
CPLT	212	Reading Travel							
CLCV	213	Sex & Gender in Ancient Greece 							
ANTH	215	Bronze Age Greece in Med. Context 							
CLCV	215	Bronze Age Greece in Med. Context							
CLCV	230	War: From Troy to Baghdad 							
CLCV	236	Greek & Roman Religion 							
CLCV	240	Romans, Jews,  and Christians 							
REL	240	Romans, Jews,  and Christians							
CLCV	241	Running a Business in Ancient Rome 							
CLCV	243	Roman Law 							
CLCV	250	Research or Individual Study 							
CLCV	250H	Research or Individual Study 							
CLCV	280H	Sem: Heritage and Diplomacy 							
CLCV	305	Ancient Greek and Roman Spectacle 							
CLCV	310	Greek Drama Then and Now 							
CLCV	313	Sex and Gender in Ancient Greece 							
CLCV	330	War: From Troy to Baghdad 							
CLCV	336	Greek & Roman Religion 							
CLCV	350	Research or Individual Study 							
CLCV	350H	Research or Individual Study 							
CLCV	360	Senior Thesis Research 							
CLCV	370	Senior Thesis 							
ARTH	373	Antiquities Today: Replication 							
CLCV	373	Antiquities Today: Replication							
CLST	350	Research or Individual Study 							
CLST	350H	Research or Individual Study 							
CLST	360	Senior Thesis Research 							
CLST	370	Senior Thesis 							
GRK	101	Beginning Greek 1 							
GRK	102	Beginning Greek 2 							
GRK	201	Athenian Literature 							
GRK	202	Homer 							
GRK	203	Euripides 							
GRK	250	Research or Individual Study 							
GRK	250H	Research or Individual Study 							
GRK	302	Advanced Greek: Homer 							
GRK	303	Euripides 							
GRK	304	Sophocles 							
GRK	305	Greek Comedy 							
GRK	306	Herodotus 							
GRK	307	Archaic Greek Poetry 							
GRK	308	Aeschylus 							
GRK	309	Plato's Symposium 							
GRK	311	Longus 							
GRK	350	Research or Individual Study 							
GRK	350H	Research or Individual Study 							
GRK	360	Senior Thesis Research 							
GRK	370	Senior Thesis 							
LAT	101	Beginning Latin 1 							
LAT	102	Beginning Latin 2 							
LAT	201	Intermediate Latin 1 							
LAT	202	Interm Lat 2: Vergil and Augus 							
LAT	250	Individual Study-Latin 							
LAT	250H	Individual Study-Latin 							
LAT	302	Roman Poems and Poetry Books 							
LAT	304	Women in Latin Literature 							
LAT	308	Imperial Latin Literature 							
LAT	310	Roman Historical Myths 							
LAT	311	Roman Novel 							
LAT	315	Ovid 							
LAT	350	Individual Study							
LAT	350H	Individual Study-Latin 							
LAT	360	Latin Thesis Research 							
LAT	370	Senior Thesis 							
CLSC	216	Psychology of Language 							
PSYC	216	Psychology of Language							
CLSC	250	Research or Individual Study 							
CLSC	250H	Research or Individual Study 							
									
									
CLSC	316	Sem: Language Acquistion 							
PSYC	316	Sem: Language Acquistion							
CLSC	350	Research or Individual Study 							
CLSC	360	Senior Thesis Research 							
CLSC	370	Senior Thesis 							
LING	114	Introduction to Linguistics 							
LING	238	Sociolinguistics 							
LING	240	The Sounds of Language 							
LING	244	Language: Form and Meaning 							
KOR	246	Digital Language: Corpus Linguistics 							
LING	246	Digital Language: Corpus Linguistics							
LING	248	Intro Historical Linguistics 							
LING	270	Spanish in the United States 							
SPAN	270	Spanish in the United States							
LING	312	Bilingualism: Lang, Mind & Culture 							
LING	315	Invented Lang: Wilkins to Navi 							
LING	338	Sem: African American English 							
LING	350	Research or Individual Study 							
CPLT	175Y	FYS: What is Truth 							
CPLT	180	World Literature 							
CPLT	200	Graphic Novel							
CPLT	210	Beyond Europe 							
CLCV	212	Reading Travel 							
CPLT	212	Reading Travel							
CPLT	222	Colonial Legacies Paris 							
CPLT	225	Digital Media & Culture 							
CPLT	236	The Girl in East Asia (Eng) 							
